,NOSE_x,NOSE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,CENTER_HIP_x,CENTER_HIP_y,CENTER_SHOULDER_x,CENTER_SHOULDER_y,Angle_upper_arms,Angle_elbow_L,Angle_elbow_R,Angle_thighs,Angle_knee_L,Angle_knee_R,Angle_shoulder_L,Angle_shoulder_R,Angle_hip_L,Angle_hip_R,width,height,pose_num
63,113.77,70.64,142.48,91.43,87.55,91.06,143.21,135.59,85.74,135.17,136.58,174.75,93.99,173.68,127.79,183.46,99.40,181.88,130.33,154.89,100.18,156.86,191.37,172.59,32.57,173.68,129.77,180.25,93.62,180.88,113.31,183.89,98.01,187.65,115.25,155.88,115.01,91.25,3.29,10.56,14.43,149.86,156.74,159.30,0.74,2.55,73.62,76.25,228,221,1
64,291.79,60.72,379.06,175.01,252.31,172.29,402.88,297.84,228.90,279.72,311.30,368.35,229.55,356.58,275.77,377.46,235.47,377.89,357.84,368.13,277.01,368.39,490.98,397.66,144.74,348.29,317.45,405.87,277.63,402.11,245.74,393.37,340.29,426.74,317.43,368.26,315.68,173.65,23.27,63.38,12.77,176.13,164.79,166.59,10.46,12.81,76.98,99.15,750,445,1
65,281.04,139.62,365.43,242.56,206.93,238.89,365.44,364.23,202.06,364.91,336.58,459.10,238.49,457.04,313.80,478.36,254.68,476.42,325.95,442.80,237.32,441.32,500.26,438.38,65.20,434.59,321.27,494.80,241.86,492.97,282.76,495.62,276.31,495.40,281.64,442.06,286.18,240.72,2.22,16.93,23.79,176.31,163.96,163.95,1.30,0.92,92.74,90.95,800,600,1
66,800.26,632.72,908.13,779.82,700.75,780.08,890.01,975.69,719.56,993.46,879.52,1151.99,740.29,1162.66,848.37,1207.21,764.38,1221.33,866.04,1085.17,735.88,1091.57,1103.12,1063.88,507.93,1069.16,858.15,1166.20,738.59,1168.53,814.54,1238.47,788.52,1242.40,800.96,1088.37,804.44,779.95,10.32,1.88,1.95,169.25,162.46,162.31,4.64,5.68,95.78,94.97,1600,1600,1
67,307.91,141.94,377.65,179.13,253.27,181.02,377.89,273.81,258.03,279.80,349.92,344.84,288.46,346.84,333.49,366.61,299.38,363.90,351.51,312.32,283.46,316.94,447.25,329.67,151.48,322.95,354.25,365.12,276.85,366.71,315.44,371.66,296.92,369.11,317.48,314.63,315.46,180.08,2.61,21.64,21.66,167.13,148.87,158.15,0.71,1.90,78.87,88.25,612,408,1
68,144.24,65.21,159.62,81.41,125.24,82.46,163.15,108.49,120.89,108.30,153.02,125.99,130.85,126.73,146.86,127.84,137.76,128.11,152.69,125.53,132.55,125.15,187.75,122.94,94.38,124.37,148.44,140.78,134.28,140.41,141.62,139.05,140.89,140.27,142.62,125.34,142.43,81.93,16.98,37.50,37.95,174.62,159.80,159.26,7.18,9.80,93.98,91.40,275,183,1
69,230.55,98.13,294.73,171.07,165.59,171.81,288.91,270.58,171.24,272.14,270.48,347.48,194.77,351.73,252.66,366.12,212.58,369.44,266.05,333.11,191.26,331.61,395.42,336.87,53.37,328.82,255.80,368.06,195.21,366.51,196.52,388.33,234.71,381.08,228.65,332.36,230.16,171.44,6.57,10.14,13.25,179.49,165.74,166.28,2.81,3.76,88.87,90.62,449,408,1
70,440.67,580.54,562.25,675.66,331.26,667.81,552.13,871.68,317.28,857.10,499.13,1015.65,364.99,1013.17,460.23,1039.13,402.61,1040.26,505.38,967.84,367.74,965.29,766.29,963.24,117.15,973.09,509.05,1049.01,368.16,1049.25,435.13,1055.55,426.40,1051.14,436.56,966.57,446.76,671.73,1.27,17.25,21.22,179.23,162.57,161.34,0.98,2.24,92.99,86.24,866,1390,1
71,428.99,194.13,521.71,310.65,341.07,314.80,500.39,453.47,360.41,452.81,475.55,573.57,390.74,575.94,455.35,595.43,410.01,596.78,484.44,551.67,379.37,553.76,670.11,483.13,193.71,484.98,479.95,603.64,387.06,601.88,431.86,591.50,427.04,592.50,431.90,552.72,431.39,312.72,16.47,3.20,5.86,139.41,167.90,169.17,8.61,7.86,110.14,110.45,850,648,1
72,290.27,141.57,333.01,187.43,251.32,188.51,339.83,249.22,246.45,251.16,310.32,293.29,271.93,293.27,295.68,299.44,286.76,299.57,314.13,281.94,266.59,283.49,398.30,274.01,182.20,275.06,311.13,300.47,269.09,303.16,287.56,304.65,289.03,303.78,290.36,282.72,292.17,187.97,10.74,40.10,35.62,168.91,168.50,167.79,7.39,3.35,96.48,94.62,600,400,1
73,591.77,295.66,639.17,353.76,547.16,359.50,642.40,443.56,546.47,448.59,616.36,526.10,566.88,531.04,607.40,545.92,574.73,551.41,623.06,503.29,566.82,506.51,752.31,503.51,435.60,504.72,620.67,531.15,558.92,539.04,592.61,559.22,583.95,563.88,594.94,504.90,593.17,356.63,2.51,19.57,14.35,179.32,168.04,165.23,1.37,1.13,89.22,91.47,1200,600,1
74,1267.38,493.06,1579.21,803.32,955.35,839.51,1582.06,1295.15,1024.34,1308.77,1499.94,1715.59,1155.90,1738.45,1414.41,1784.49,1245.54,1813.79,1470.22,1619.91,1110.12,1633.89,2182.94,1622.30,407.60,1704.83,1425.91,1808.94,1109.94,1823.53,1156.77,1865.26,1245.07,1872.00,1290.17,1626.90,1267.28,821.41,8.03,11.38,8.66,174.04,165.96,164.64,1.30,6.74,88.18,85.86,2500,2009,1
75,886.19,213.20,973.48,352.87,644.75,336.39,1021.95,560.57,528.06,564.63,903.40,718.52,686.29,708.38,844.96,759.71,759.29,745.06,857.27,710.83,674.10,696.76,1174.12,643.23,365.93,643.38,851.71,786.58,705.43,780.40,720.09,811.72,810.08,806.64,765.68,703.79,809.11,344.63,40.21,50.03,74.82,158.13,168.07,167.85,20.03,20.18,108.94,92.93,1536,864,1
76,388.61,103.13,496.13,196.93,363.43,181.45,438.26,341.77,339.97,306.40,362.03,434.08,302.63,422.45,328.75,447.52,302.29,449.45,448.19,385.34,376.12,369.13,544.72,375.16,225.73,316.92,375.69,450.81,330.90,440.88,303.27,447.31,320.79,459.71,412.16,377.23,429.78,189.19,11.15,17.77,7.20,154.84,161.91,149.46,16.43,5.28,101.37,103.79,765,500,1
77,334.52,182.23,428.29,311.69,229.34,312.42,423.04,479.70,232.77,474.11,383.81,602.43,275.79,605.49,350.19,620.90,303.39,622.63,382.58,562.60,267.55,564.80,601.12,545.05,63.35,538.79,383.57,630.21,270.12,637.36,318.41,634.42,307.86,630.28,325.06,563.70,328.82,312.05,3.01,15.94,16.92,168.15,163.21,161.77,0.94,2.07,95.45,96.41,1280,720,1
78,256.66,172.57,316.27,239.75,202.80,240.05,309.59,333.68,206.79,332.99,290.83,404.32,231.37,409.86,273.19,422.18,244.92,424.92,290.30,377.33,224.42,376.21,408.87,376.43,92.84,385.41,283.56,419.35,229.18,425.64,256.32,428.46,249.82,442.65,257.36,376.77,259.53,239.90,6.53,10.80,15.27,176.44,161.53,159.56,3.16,3.37,91.35,85.09,512,512,1
79,378.01,65.67,454.81,171.79,307.18,169.60,438.49,290.82,324.65,281.80,419.70,379.45,353.09,373.81,403.20,400.30,370.70,401.97,425.59,362.16,343.15,363.04,571.54,291.54,188.05,309.48,426.56,412.04,340.66,409.79,394.97,427.68,380.32,411.40,384.37,362.60,381.00,170.69,16.66,4.16,8.33,135.13,166.09,165.73,8.82,7.84,114.81,110.06,600,450,1
80,1006.32,520.86,1108.00,652.14,895.48,647.12,1079.77,820.73,906.65,805.19,1047.57,948.47,925.48,939.02,1010.50,971.54,949.65,973.72,1052.56,910.94,934.48,902.98,1239.71,781.84,748.62,796.37,1044.70,972.93,931.23,961.32,993.18,984.72,968.69,979.07,993.52,906.96,1001.74,649.63,13.55,4.64,3.96,115.56,170.18,167.75,7.68,5.87,126.43,118.01,1920,1080,1
81,116.48,57.81,165.22,120.75,64.85,124.66,154.66,204.96,73.67,198.06,135.11,259.82,91.50,260.38,124.12,269.49,100.55,270.48,145.92,252.81,88.66,251.96,243.76,248.32,-25.03,248.19,135.34,280.74,88.93,279.98,96.85,274.66,111.96,274.49,117.29,252.38,115.04,122.70,14.00,12.46,9.11,175.48,165.98,166.31,8.15,5.86,91.63,92.89,300,300,1
82,1225.32,708.00,1597.42,1180.49,794.12,1157.57,1557.24,1805.45,799.40,1781.39,1376.02,2292.70,979.34,2293.92,1249.33,2397.07,1096.32,2407.63,1399.88,2025.52,956.64,2004.15,2164.63,2174.02,185.17,2123.99,1322.65,2294.52,1000.46,2300.62,1113.77,2400.74,1194.13,2418.01,1178.26,2014.84,1195.77,1169.03,4.16,16.72,18.86,160.18,160.87,158.95,2.49,1.67,80.20,79.98,2322,2902,1
83,395.76,94.28,460.59,163.85,321.52,161.78,449.02,279.57,323.52,274.62,420.01,369.68,352.33,369.85,401.67,391.24,368.05,390.08,423.56,304.34,347.47,303.01,558.35,293.40,213.42,307.90,416.31,367.06,357.20,361.08,381.91,394.33,387.07,389.08,385.52,303.67,391.06,162.82,6.72,12.14,15.82,177.45,157.23,157.61,3.46,3.27,96.89,85.66,768,432,1
84,255.37,55.99,299.17,94.57,212.09,91.21,297.28,171.34,210.13,167.40,273.07,222.44,227.54,227.93,259.50,231.95,237.99,239.26,276.86,203.36,226.45,202.40,377.70,181.23,124.89,174.18,277.19,237.10,225.70,233.83,253.81,239.19,245.78,240.14,251.66,202.88,255.63,92.89,0.06,23.94,17.52,152.10,163.31,164.91,0.66,0.60,104.45,103.45,512,278,1
85,226.24,94.25,300.56,176.76,152.72,174.94,302.10,302.49,147.93,295.02,261.57,397.18,194.67,390.84,238.66,405.07,215.74,400.65,262.75,374.97,185.02,372.42,419.97,354.61,33.03,351.60,255.46,419.26,188.85,416.53,200.45,417.99,223.33,402.92,223.89,373.70,226.64,175.85,2.99,23.88,28.29,164.82,165.93,165.18,1.50,1.49,98.18,97.00,450,450,1
86,279.10,48.64,311.92,113.97,220.07,107.27,284.91,188.10,221.35,180.71,260.43,245.41,219.78,245.61,245.41,260.12,223.35,261.54,282.63,234.78,232.68,229.26,370.36,201.86,136.78,194.98,267.38,269.21,220.23,264.95,236.52,262.32,229.71,262.07,257.66,232.02,265.99,110.62,21.01,3.12,2.38,139.77,167.38,159.69,16.09,4.92,114.49,105.74,590,394,1
87,342.73,145.86,439.37,175.36,250.92,170.18,409.25,302.04,279.44,319.21,333.39,403.06,368.33,414.25,308.58,424.66,404.85,439.30,390.86,356.75,292.53,348.82,563.40,402.08,99.68,401.16,376.59,450.79,277.53,442.43,320.42,474.91,302.58,466.29,341.69,352.79,345.14,172.77,24.21,23.53,32.25,150.10,150.67,151.75,12.28,11.93,76.38,73.72,740,500,1
88,414.40,99.14,510.05,203.12,332.06,206.97,485.02,357.38,349.91,347.66,455.69,464.08,372.03,462.92,426.06,479.15,387.65,482.29,469.16,424.06,366.40,423.58,657.27,406.72,193.08,385.62,462.91,485.30,362.05,486.54,409.21,487.88,399.56,489.12,417.78,423.82,421.05,205.04,16.45,6.15,3.63,162.38,163.25,161.51,8.36,8.09,96.12,101.50,822,549,1
89,968.64,573.52,1132.88,801.69,794.21,800.43,1144.89,1070.26,780.62,1071.39,1095.09,1283.93,833.90,1293.35,1038.18,1330.68,878.61,1344.44,1057.84,1244.30,858.61,1249.54,1445.13,1276.40,475.88,1270.36,1067.15,1367.23,854.24,1365.51,916.44,1422.99,943.91,1396.69,958.23,1246.92,963.54,801.06,5.43,15.68,16.37,172.15,161.75,162.77,3.24,2.19,85.95,86.20,1920,1920,1
90,493.34,184.32,581.91,271.19,389.56,271.04,574.56,411.94,393.40,421.59,547.69,536.77,438.54,536.58,523.74,564.02,459.60,561.12,542.00,506.42,433.53,501.24,733.34,534.65,213.11,533.22,536.86,569.86,434.40,565.61,492.27,578.52,469.83,577.22,487.76,503.83,485.74,271.11,4.45,9.15,19.98,163.35,161.45,163.42,3.49,0.96,81.11,82.24,870,662,1
91,345.50,120.38,409.62,194.79,279.45,198.40,402.69,297.64,292.44,303.30,377.89,386.39,319.18,387.79,368.20,407.54,331.50,408.35,382.97,357.71,311.48,357.67,517.73,326.29,162.59,329.73,375.42,410.67,308.65,407.60,349.02,403.92,334.79,404.16,347.23,357.69,344.54,196.60,10.92,11.75,10.50,156.24,162.46,162.56,4.81,6.10,102.17,101.58,674,450,1
92,411.02,127.14,479.47,182.04,345.33,181.45,478.73,278.72,339.52,279.98,454.05,356.44,378.37,355.16,442.60,375.16,391.64,372.97,445.10,326.71,372.03,325.67,578.16,328.95,228.69,321.49,447.66,383.76,371.34,374.19,417.53,385.27,396.28,378.90,408.57,326.19,412.40,181.74,2.94,17.18,30.71,179.29,156.25,161.39,1.08,1.86,90.56,90.15,700,439,1
93,543.18,200.12,666.30,320.90,425.25,319.20,766.63,504.68,328.01,499.53,611.69,588.67,469.90,585.50,558.80,579.90,513.95,579.39,617.98,525.14,471.72,519.40,892.33,523.87,198.10,538.09,612.38,593.18,468.28,599.15,526.04,611.72,525.30,611.66,544.85,522.27,545.78,320.05,56.96,90.17,87.12,176.36,166.36,163.36,28.89,28.07,90.53,85.83,1100,734,1
94,415.12,116.94,517.52,209.80,325.32,203.80,509.56,345.61,333.39,343.98,491.14,469.43,341.61,477.49,468.43,506.78,349.76,512.70,476.07,452.67,364.82,453.19,686.02,420.48,141.36,423.43,485.44,519.80,354.90,527.49,434.07,531.34,405.00,541.35,420.44,452.93,421.42,206.80,6.65,5.10,0.23,163.70,162.37,161.60,3.13,3.52,98.94,97.36,800,600,1
95,107.07,34.47,133.07,71.02,78.15,70.07,133.46,117.83,73.78,114.66,117.91,154.19,84.35,153.01,109.53,162.97,90.92,161.84,117.95,148.44,83.95,146.21,184.15,141.97,14.66,141.17,118.20,166.76,82.45,165.85,103.05,170.58,98.71,170.12,100.95,147.32,105.61,70.55,6.08,23.65,21.01,170.26,164.98,164.15,3.95,2.13,99.05,90.68,197,213,1
96,757.70,209.78,870.24,347.11,646.65,336.46,847.90,525.21,654.01,508.10,796.25,659.19,687.36,654.23,759.37,671.85,715.61,683.57,811.75,633.03,679.21,631.58,1060.08,554.53,429.50,568.87,798.73,703.03,687.83,700.38,735.33,670.85,735.88,680.52,745.48,632.31,758.44,341.78,9.60,13.93,10.40,148.36,167.94,167.12,4.59,5.01,110.10,101.54,1120,747,1
97,304.63,196.82,359.87,182.22,247.87,186.41,358.44,243.73,252.95,244.82,332.99,288.07,272.67,288.30,320.21,301.33,284.04,301.53,334.92,245.71,278.34,240.45,403.62,270.45,196.49,266.03,338.40,309.23,269.05,302.24,312.57,316.26,290.18,309.98,306.63,243.08,303.87,184.31,6.29,28.52,19.44,142.84,129.46,136.13,4.02,2.27,67.51,75.33,600,451,1
98,214.52,92.46,269.09,162.07,155.00,160.74,248.92,249.27,166.46,245.17,229.03,316.68,179.65,315.68,213.33,327.98,189.08,329.17,235.45,296.64,174.15,297.84,346.76,258.41,65.26,259.04,235.81,326.52,171.27,327.93,204.92,324.56,193.29,335.19,204.80,297.24,212.05,161.41,20.75,3.42,2.87,141.43,167.41,166.60,9.97,10.78,112.01,106.56,640,384,1
99,368.22,397.38,375.46,423.69,290.48,427.02,393.77,501.44,324.31,507.86,415.71,576.99,368.09,582.88,414.53,598.17,384.58,599.99,348.69,553.13,297.06,553.64,468.59,561.23,230.17,596.65,377.66,596.66,349.80,601.59,359.25,608.52,401.72,603.05,322.88,553.38,332.97,425.36,9.46,2.95,7.55,143.39,154.85,144.89,17.76,27.22,90.64,52.75,1280,720,1
100,326.84,235.72,406.82,344.65,243.53,351.53,407.72,476.39,250.57,478.83,381.71,580.43,285.94,577.62,355.91,598.60,309.72,603.55,378.88,550.81,283.38,555.04,559.39,544.79,103.84,548.96,377.57,602.82,287.19,606.61,335.39,615.10,327.25,614.93,331.13,552.92,325.18,348.09,2.77,14.43,16.53,176.15,164.21,164.48,1.27,1.50,90.24,93.60,1280,720,1
101,154.85,68.62,218.70,131.94,105.56,130.74,214.33,216.68,113.25,214.32,203.26,286.57,132.10,286.18,186.97,299.87,146.95,299.91,193.99,256.04,129.56,256.27,297.06,182.23,35.67,179.32,199.12,281.14,126.76,281.55,173.30,293.23,154.78,295.09,161.78,256.16,162.13,131.34,8.21,6.04,9.44,105.06,170.32,171.04,2.79,5.42,125.77,129.18,331,333,1
102,184.73,63.87,230.76,125.59,132.73,126.80,220.65,209.12,144.77,207.79,204.53,272.04,159.52,276.91,191.29,286.90,168.85,293.10,211.12,262.80,154.49,261.53,327.05,239.33,43.52,236.83,205.02,299.25,152.02,297.28,181.00,291.80,178.10,293.37,182.80,262.16,181.75,126.20,15.35,7.48,3.59,156.01,165.29,163.42,7.34,8.01,101.00,102.99,346,327,1
103,485.68,113.29,550.59,199.53,413.08,198.00,527.37,305.86,424.43,305.40,502.42,387.13,441.45,389.34,483.59,401.23,453.23,402.08,514.49,364.36,438.59,363.76,645.40,318.18,306.49,316.95,510.53,402.28,434.92,401.83,467.03,396.77,462.88,398.91,476.54,364.06,481.84,198.76,18.35,4.75,5.43,141.05,167.49,166.05,10.48,7.87,111.27,107.68,733,440,1
104,570.65,191.35,673.45,325.02,463.98,326.05,671.95,497.91,462.86,504.47,637.60,654.57,508.69,656.03,602.46,682.01,534.75,688.17,629.54,614.16,496.68,613.54,866.73,642.77,257.62,664.56,615.50,696.61,512.99,691.36,555.26,696.08,572.85,715.84,563.11,613.85,568.72,325.53,0.14,11.87,17.19,161.07,161.03,161.96,0.62,0.75,84.24,76.84,1200,800,1
105,704.35,538.69,798.37,655.62,621.23,658.31,785.96,793.50,644.48,794.36,765.52,894.95,667.83,893.31,741.24,917.12,691.35,918.00,760.81,889.09,659.67,891.88,943.86,801.94,466.09,819.14,764.64,939.07,662.98,946.56,718.08,927.53,688.32,956.16,710.24,890.49,709.80,656.97,14.84,6.25,3.58,133.95,168.04,167.69,5.25,9.59,115.35,110.70,1400,1174,1
106,115.26,51.68,147.37,95.16,84.46,95.33,143.41,146.91,87.16,147.58,129.77,191.18,96.18,191.63,119.69,196.86,103.00,198.42,133.98,182.92,95.82,181.95,211.02,177.92,18.72,178.40,130.70,199.76,95.60,201.45,112.63,197.36,109.20,198.03,114.90,182.43,115.92,95.24,7.34,12.74,8.60,173.65,168.50,165.95,3.71,3.63,94.38,91.97,232,218,1
107,299.59,74.61,364.92,152.65,241.51,151.81,357.76,260.57,250.24,255.94,343.40,352.56,268.92,348.01,319.80,360.15,285.40,362.32,342.68,328.75,267.23,327.96,491.47,324.95,122.39,319.94,343.76,372.55,271.80,371.84,304.86,359.53,297.86,360.86,304.96,328.35,303.22,152.23,8.59,5.07,6.68,175.37,163.60,164.01,4.37,4.22,90.90,93.73,600,402,1
108,198.58,166.73,265.35,235.49,143.21,239.29,264.57,339.24,141.41,344.53,233.76,430.59,172.44,429.60,215.20,446.12,184.86,449.29,244.11,412.97,168.63,414.75,383.76,428.12,25.86,425.81,236.70,455.37,176.20,453.75,194.25,455.83,201.62,454.46,206.37,413.86,204.28,237.39,0.55,18.20,21.02,169.38,163.31,165.04,1.11,1.66,83.13,86.25,406,600,1
109,255.13,111.57,324.19,180.50,194.31,184.23,312.10,287.38,198.38,291.40,282.33,378.36,211.36,377.34,259.19,389.73,226.80,390.29,299.94,354.75,218.32,354.32,445.13,355.34,59.11,361.62,285.83,398.12,212.76,399.73,229.54,387.43,235.25,392.77,259.13,354.53,259.25,182.37,8.63,11.67,6.41,177.14,164.74,163.45,6.41,2.22,89.81,87.33,512,429,1
110,199.46,84.69,256.44,166.91,138.73,161.32,250.07,267.51,144.03,257.39,228.04,341.34,163.22,338.55,208.29,351.82,182.07,353.21,227.91,312.51,162.41,309.80,349.75,257.30,45.93,250.79,229.02,346.97,159.49,343.63,189.80,351.53,186.04,350.24,195.16,311.15,197.58,164.12,6.78,13.00,10.15,128.76,167.77,167.60,2.67,4.10,115.32,115.92,400,391,1
111,106.71,67.41,137.66,94.33,81.27,97.25,130.87,143.30,85.89,144.41,115.33,174.61,90.43,183.33,106.97,186.07,95.83,191.50,125.14,164.97,93.29,164.38,184.64,163.21,31.36,159.81,117.75,190.97,91.21,188.69,99.98,193.07,98.59,194.47,109.21,164.67,109.46,95.79,13.47,18.52,1.07,174.09,159.16,158.46,7.68,5.80,91.90,94.01,224,224,1
112,936.59,271.57,1054.03,449.49,740.23,482.02,1060.72,770.58,824.07,784.54,1053.08,976.87,924.23,1020.11,1049.18,1049.28,990.63,1078.02,987.93,878.04,803.90,889.24,1354.32,870.05,435.90,1025.78,950.07,1009.17,898.27,1044.36,761.48,1121.87,1055.38,1106.63,895.91,883.64,897.13,465.76,14.30,3.32,7.55,160.89,162.26,157.34,1.36,15.66,91.42,69.48,2000,1200,1
113,128.39,32.62,162.26,72.54,114.50,67.28,147.98,126.18,103.22,113.68,119.89,160.11,97.46,152.25,106.79,165.85,97.92,163.17,150.51,146.54,122.29,140.33,199.13,149.82,64.49,122.38,126.71,167.78,106.38,166.55,101.34,166.27,108.97,172.11,136.40,143.44,138.38,69.91,1.25,24.71,5.17,166.60,162.22,150.74,13.37,12.13,87.69,105.71,266,190,1
114,138.77,61.00,177.74,113.39,101.58,113.10,184.45,176.89,91.89,176.22,181.05,231.85,98.70,233.90,172.65,245.90,107.30,246.93,160.78,224.94,112.56,224.73,256.35,214.27,23.66,212.89,165.67,250.17,109.93,250.18,145.94,255.18,128.95,256.71,136.67,224.84,139.66,113.25,14.76,9.58,15.45,166.05,164.77,164.21,7.57,7.19,97.91,96.05,281,300,1
115,331.78,84.92,360.89,158.10,253.75,150.21,366.44,236.43,219.14,244.88,336.90,288.99,285.99,294.92,321.23,296.10,309.08,300.58,316.14,261.75,252.74,260.68,418.94,231.64,148.70,242.48,325.58,289.09,274.89,298.89,298.08,301.92,311.76,305.06,284.44,261.22,307.32,154.15,24.13,33.39,73.26,153.75,164.72,165.84,16.12,8.02,118.39,87.86,608,405,1
116,299.18,100.49,373.32,205.89,214.45,210.96,373.31,331.58,229.87,342.77,351.92,428.78,263.20,437.99,327.72,444.63,291.27,453.09,344.86,400.84,251.64,406.01,527.91,389.24,72.21,414.35,340.19,456.74,255.86,457.11,289.50,449.82,306.23,450.83,298.25,403.42,293.89,208.43,6.68,12.41,12.62,179.03,163.85,164.23,1.29,5.39,92.35,88.62,582,518,1
117,507.91,153.62,622.31,256.95,404.25,262.87,671.95,400.09,362.34,409.68,771.40,394.36,262.75,415.15,792.78,424.21,242.86,450.79,575.50,506.60,452.81,511.69,785.11,436.93,254.64,463.93,602.66,577.98,454.35,585.96,543.71,611.83,493.52,612.83,514.15,509.14,513.28,259.91,35.06,74.17,70.92,148.06,160.68,162.12,18.93,16.13,108.19,103.75,1024,651,1
118,547.32,133.99,637.66,255.87,458.91,249.41,632.22,402.24,460.81,395.52,596.77,516.54,503.11,514.08,568.99,532.49,528.05,530.64,608.36,505.40,499.98,507.19,810.27,475.74,287.99,460.39,598.87,557.46,496.28,558.75,548.30,538.12,530.06,562.84,554.17,506.29,548.28,252.64,2.87,15.10,18.89,159.20,167.22,167.17,3.46,0.58,97.03,103.78,1025,575,1
119,161.18,107.60,170.06,92.24,169.41,93.89,182.38,112.48,181.69,115.75,196.04,129.08,197.82,135.17,201.99,131.30,204.86,135.73,134.15,61.46,133.10,61.64,115.07,96.50,114.70,96.72,98.46,127.51,96.66,129.89,114.11,134.89,112.38,136.50,133.63,61.55,169.74,93.07,2.00,8.14,10.40,0.89,0.38,0.87,162.43,160.43,102.55,103.44,300,168,2
120,159.04,115.91,166.18,81.59,157.74,90.48,189.97,110.94,179.83,125.68,220.53,128.72,213.65,154.22,230.32,131.50,225.10,154.61,105.50,26.41,95.83,27.37,74.63,79.82,68.43,80.75,52.45,124.44,44.68,131.84,74.83,136.45,69.86,142.39,100.67,26.89,161.96,86.03,6.91,20.79,17.73,2.86,3.61,2.25,173.00,166.09,103.94,106.80,290,174,2
121,153.39,132.59,156.47,102.35,155.13,107.29,185.99,129.60,184.03,136.32,215.01,147.10,220.08,155.85,226.39,148.33,232.78,156.58,97.15,37.95,93.40,37.35,58.92,89.65,55.53,90.57,36.93,138.91,29.46,144.21,59.64,153.25,52.45,156.43,95.28,37.65,155.80,104.82,2.42,11.62,16.67,1.04,12.42,9.52,174.73,177.15,101.50,102.54,275,183,2
122,155.73,128.69,164.21,102.79,164.35,105.94,186.71,130.64,187.87,140.51,207.32,147.40,219.50,169.09,219.10,146.80,233.48,170.66,107.13,48.13,102.16,46.62,73.59,98.72,67.56,99.67,40.89,135.37,25.84,149.82,56.12,152.38,49.51,164.98,104.65,47.38,164.28,104.36,4.71,11.94,13.67,0.43,8.20,6.65,172.64,167.93,100.16,100.59,267,188,2
123,133.34,128.88,150.30,113.49,152.12,113.13,168.94,138.64,171.51,139.99,189.41,157.85,193.65,162.85,198.71,159.88,203.59,163.48,105.64,68.84,104.82,69.25,87.61,113.39,86.58,114.19,70.43,153.69,66.65,156.28,89.78,163.34,88.34,165.27,105.23,69.04,151.21,113.31,0.74,10.24,8.26,0.06,1.06,3.25,170.48,169.74,111.88,111.82,257,196,2
124,181.22,123.38,191.63,96.66,190.28,98.81,215.45,124.75,219.73,129.26,237.46,143.36,249.45,153.88,251.37,144.72,263.95,154.38,126.79,37.14,125.16,36.55,91.77,89.05,90.24,91.04,67.31,136.67,62.67,141.90,91.01,150.06,86.96,153.26,125.97,36.85,190.95,97.73,3.76,9.48,6.31,1.35,6.81,4.18,173.44,177.19,99.14,100.49,308,164,2
125,169.81,108.39,178.72,92.97,185.93,89.52,195.57,116.65,204.85,116.24,212.00,132.21,229.05,136.72,218.16,131.64,237.53,137.98,133.17,51.10,133.14,46.25,90.33,87.14,88.78,86.13,50.36,119.75,45.91,121.14,59.49,136.29,57.75,137.40,133.16,48.68,182.33,91.25,0.12,11.13,14.45,1.89,0.85,2.72,166.31,166.19,80.95,82.84,275,183,2
126,171.25,123.92,177.69,101.99,177.11,102.59,194.39,123.73,196.92,129.40,213.20,137.21,222.04,148.63,220.34,136.97,231.56,149.09,132.30,56.73,129.47,55.22,109.83,95.30,106.93,95.29,90.16,130.86,84.86,133.73,105.64,141.03,102.77,144.29,130.88,55.98,177.40,102.29,1.06,16.86,16.11,0.87,1.28,0.50,172.39,171.33,104.64,105.52,299,168,2
127,156.48,108.05,160.73,83.43,159.33,83.09,184.55,109.85,184.91,112.97,209.47,133.38,215.38,138.37,221.29,134.94,227.73,139.41,100.80,24.01,98.53,23.34,71.33,79.18,68.89,79.35,44.13,127.30,41.05,129.92,70.57,142.39,67.23,143.56,99.66,23.68,160.03,83.26,1.47,4.61,9.63,0.22,1.37,0.95,176.66,175.19,106.52,106.74,291,173,2
128,155.66,146.92,157.53,126.39,158.48,128.90,175.10,144.73,176.17,151.25,194.16,155.95,199.43,166.46,202.85,157.86,209.53,167.21,114.42,79.78,113.53,81.10,91.01,118.87,90.51,120.35,69.49,151.97,66.83,157.05,84.85,162.88,83.45,166.60,113.98,80.44,158.00,127.64,5.39,15.77,18.46,0.52,2.12,2.43,179.25,175.36,106.09,106.60,275,183,2
